cid,targets,cnDesc,basicTypes
SO02517023,[],严重支气管哮喘,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529246,['has_site'],中重度肝功能不全,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00001580,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",无尿,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529260,['has_site'],中度肾损伤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02526393,[],颞下颌关节内骨折,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337369,['has_site'],尼莫地平过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00001312,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",血管神经性水肿,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00408686,['costly_medicine'],甲强龙,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO00008229,"['has_site', 'combo_concept', 'diagnosis']",叶酸缺乏症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529314,[],郁金过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00189084,"['has_site', 'combo_concept', 'diagnosis']",电解质紊乱,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00338120,['has_site'],非那雄胺过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00069716,"['has_site', 'combo_concept']",颅内高压,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337442,['has_site'],阿托品过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02191980,[],盐酸普萘洛尔片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02191926,[],尼麦角林胶囊,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02526396,[],颞下颌关节恶性肿瘤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529257,[],严重吸收功能障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00636112,['costly_medicine'],艾地苯醌口服片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00008966,['costly_medicine'],还原型谷胱甘肽,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529055,[],左乙拉西坦过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337364,['has_site'],硝苯地平过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529205,[],β-内酰胺类严重超敏反应,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00069572,"['has_site', 'combo_concept', 'diagnosis']",完全房室传导阻滞,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529265,[],氨基酸代谢异常,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00077102,"['combo_concept', 'complaint', 'diagnosis']",巴比妥类中毒,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00021503,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",意识丧失,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00484508,['has_site'],双侧肾动脉狭窄,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529050,[],严重外周血管疾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02526391,[],踝关节内骨折,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02528961,[],电动起立,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02529127,[],瑞格列奈过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00010380,"['has_site', 'chronic_disease', 'combo_concept', 'complaint', 'diagnosis']",高血压,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00001951,"['has_site', 'combo_concept', 'diagnosis']",心房颤动,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544908,[],沙格列汀过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02528942,[],福松,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO00510028,[],特利霉素,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529146,[],中枢神经系统手术,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00430300,[],非甾体抗炎药过敏,"[{'enBasicType': 'Finding', 'cnBasicType': '发现'}]"
SO02516763,[],水肿性疾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02293474,['has_site'],肾上腺嗜铬细胞瘤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00516667,"['combo_concept', 'diagnosis']",脑动脉瘤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529221,[],盐酸那可汀过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00010389,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",甲状腺机能亢进症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00807883,"['has_site', 'combo_concept', 'diagnosis']",高血压3级,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337891,['has_site'],头孢菌素过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00131974,['has_site'],脑功能障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544933,[],阿达木单抗注射液过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00010755,['combo_concept'],婴儿,"[{'enBasicType': 'AgeGroup', 'cnBasicType': '年龄组人群'}]"
SO00005901,"['has_site', 'combo_concept', 'diagnosis']",糖尿病肾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529300,['has_site'],重度心衰,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02194409,"['antibiotic', 'costly_medicine']",头孢地尼分散片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02195148,[],阿法骨化醇片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529131,['has_site'],严重心传导阻滞,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00001952,"['has_site', 'combo_concept', 'diagnosis']",心房扑动,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529138,[],硫酸特布他过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00068880,['costly_medicine'],诺雷德,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02526390,[],膝关节内骨折,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00015826,"['has_site', 'combo_concept', 'diagnosis']",心包积液,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529133,[],氯沙坦钾过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00356420,['costly_medicine'],亚莫利,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}, {'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO01587833,['costly_medicine'],盐酸氨溴索片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00407060,"['antibiotic', 'costly_medicine']",可乐必妥,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}, {'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00010432,"['has_site', 'combo_concept', 'diagnosis']",低钾血症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00001300,"['has_site', 'chronic_disease', 'combo_concept', 'complaint', 'diagnosis']",不稳定性心绞痛,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529047,[],β受体阻滞剂过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00018917,"['has_site', 'diagnosis']",败血症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529213,['has_site'],心力衰竭失代偿期,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529214,[],严重外周动脉闭塞疾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01480493,"['chronic_disease', 'combo_concept']",潜在疾病引起的糖尿病酮症酸中毒伴昏迷,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00638529,[],维生素B6注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00133867,"['has_site', 'combo_concept', 'diagnosis']",室内传导缺陷,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00223695,['has_site'],胆道梗阻,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00018426,"['antibiotic', 'costly_medicine']",注射用头孢曲松钠,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00019048,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",休克,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00019165,"['has_site', 'diagnosis']",窦房传导阻滞,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00014037,"['has_site', 'combo_concept', 'diagnosis']",肾病综合征,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00001322,['combo_concept'],血管紧张素转换酶抑制剂,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00254144,['has_site'],颈椎骨折脱位,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337236,['has_site'],卡马西平过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529238,[],活动性十二指肠溃疡,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02526387,[],肩关节内骨折,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02197042,['costly_medicine'],注射用白眉蛇毒血凝酶,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00108010,"['has_site', 'combo_concept', 'diagnosis']",代谢性碱中毒,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01838157,[],硫酸镁注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00356052,['costly_medicine'],氯化钾注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02231463,"['has_site', 'combo_concept']",重症肝炎,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529009,['has_site'],半乳糖不耐受,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544999,[],大面积破溃性皮疹,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544906,[],盐酸伊伐布雷定过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00006264,"['has_site', 'combo_concept']",脱位,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00355218,['costly_medicine'],怡诺思,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00355053,[],倍他乐克,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00004118,"['has_site', 'combo_concept', 'diagnosis']",胆汁淤积症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337367,['has_site'],非洛地平过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529199,['has_site'],胆结石钙化,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00484475,"['combo_concept', 'diagnosis']",阿司匹林哮喘,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529013,['has_site'],胃滞纳,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02195363,['costly_medicine'],注射用鼠神经生长因子,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00005215,"['combo_concept', 'therapeutic_procedure']",冷冻疗法,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02298315,[],精神异常,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO02529036,[],严重出血倾向,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02526338,[],徒手肌力训练,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00156224,[],出疹,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO02195434,[],蒲地蓝消炎口服液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00019410,"['has_site', 'combo_concept']",软组织损伤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337230,['has_site'],加巴喷丁过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00020741,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",甲状腺毒症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337047,['has_site'],多潘立酮过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01999970,['has_site'],肌力异常,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00816736,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",肾功能不全,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02525557,[],结核病灶,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529112,['has_site'],急性肾功能衰竭少尿期,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00421182,"['has_site', 'combo_concept']",循环系统疾病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00187406,"['has_site', 'combo_concept', 'diagnosis']",心肌功能障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02528938,[],凯那,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02529106,['has_site'],Lapp乳糖酶缺乏症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00007398,"['has_site', 'combo_concept', 'diagnosis']",食管静脉曲张,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02196579,['costly_medicine'],醒脑静注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00564694,['costly_medicine'],思诺思,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}, {'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529253,[],聚乙二醇软膏过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544901,[],盐酸乙哌立松过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337900,['has_site'],头孢克洛过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00423752,['costly_medicine'],百多邦,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00337316,['has_site'],氟哌噻吨过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01603567,[],卡托普利片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02523275,[],胆囊收缩功能不良,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00355602,['costly_medicine'],罗钙全,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02410122,"['has_site', 'diagnosis']",脑血管异常,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01175896,"['combo_concept', 'complaint', 'diagnosis']",发现心脏节律器,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02528943,[],海王,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02193663,[],浓氯化钠注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02528940,[],新康泰克,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02529048,[],Ⅱ、Ⅲ度房室传导阻滞,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00272278,['therapeutic_procedure'],本体感觉神经肌肉促进技术,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00770376,"['has_site', 'combo_concept']",憩室病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00013667,"['combo_concept', 'diagnosis']",真菌感染,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529062,[],双丙戊酸钠过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02194600,[],麻仁软胶囊,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00001751,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",心律失常,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00496235,['costly_medicine'],曲莱,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02229270,[],严重的情感障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529272,['has_site'],严重肺功能障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00356608,['costly_medicine'],顺尔宁,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO01822781,"['has_site', 'combo_concept']",高渗性高血糖状态,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00430660,[],亚硫酸盐过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02200814,[],清开灵颗粒,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00033238,['costly_medicine'],黛力新,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO01597223,[],维生素B6片,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02223752,"['has_site', 'combo_concept']",肠胀气,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02527511,['costly_medicine'],50%葡萄糖注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02213618,['combo_concept'],手功能评估,"[{'enBasicType': 'Exam', 'cnBasicType': '检查手段'}]"
SO00888739,['combo_concept'],艾吡沙班,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00019933,"['has_site', 'combo_concept', 'diagnosis']",硬膜下积脓,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00326301,['has_site'],鸡蛋过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02527369,['costly_medicine'],诺和锐50笔芯,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO00010768,['combo_concept'],新生儿,"[{'enBasicType': 'AgeGroup', 'cnBasicType': '年龄组人群'}]"
SO02529105,['has_site'],半乳糖不耐症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02516764,[],水潴留,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO02529209,[],美利曲辛过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02517001,[],血栓性深静脉炎,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02528987,[],急性肺动脉梗死,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00326018,['notClinical'],血栓史,"[{'enBasicType': 'Finding', 'cnBasicType': '发现'}]"
SO02526097,[],有氧训练,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02208393,['therapeutic_procedure'],红光治疗,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02196330,['costly_medicine'],聚乙二醇化重组人粒细胞刺激因子注射液,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02196753,['costly_medicine'],雷贝拉唑钠肠溶胶囊,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529081,['has_site'],出血风险的肝病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544998,[],重要脏器疾病危重期,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00009589,"['has_site', 'combo_concept', 'diagnosis']",血色病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00248851,[],舒张期血压测量,"[{'enBasicType': 'Exam', 'cnBasicType': '检查手段'}]"
SO00704917,[],安博灵,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529315,[],冰片制剂过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00117637,['combo_concept'],脉率,"[{'enBasicType': 'VitalSign', 'cnBasicType': '生命体征'}]"
SO00407624,['costly_medicine'],扶他林,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529277,[],吞噬血细胞综合症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00429568,[],心脏事件,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00116000,['combo_concept'],下腹部,"[{'enBasicType': 'Anatomy', 'cnBasicType': '身体部位'}]"
SO01962260,['notClinical'],过敏史,"[{'enBasicType': 'Finding', 'cnBasicType': '发现'}]"
SO00083267,"['has_site', 'combo_concept', 'diagnosis']",泌尿道梗阻,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01821840,[],尿量减少,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO02147705,[],红外线治疗仪,"[{'enBasicType': 'ProcedureDevice', 'cnBasicType': '医疗器械'}]"
SO02126882,['combo_concept'],人工心脏瓣膜,"[{'enBasicType': 'ProcedureDevice', 'cnBasicType': '医疗器械'}]"
SO02529232,[],异丙醇过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01695230,['therapeutic_procedure'],按摩疗法,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO02526394,[],手关节内骨折,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00898977,[],特拉匹韦,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529275,[],严重凝血机制障碍,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02229447,[],生命体征不稳定,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00494977,['therapeutic_procedure'],磁疗,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO01991966,"['combo_concept', 'diagnosis']",骶髂关节结核,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00295343,"['combo_concept', 'complaint', 'diagnosis']",阿片类中毒,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544919,[],孟鲁司特钠过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00445670,"['has_site', 'combo_concept']",高乳酸血症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02299267,['costly_medicine'],来士普,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO00151577,[],利托那韦,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00821267,['costly_medicine'],利痛抑,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO00517543,['combo_concept'],转氨酶试验,"[{'enBasicType': 'Exam', 'cnBasicType': '检查手段'}]"
SO00580251,[],左心室射血分数降低,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO02526096,[],手功能训练,"[{'enBasicType': 'Procedure', 'cnBasicType': '治疗操作'}]"
SO00253651,"['has_site', 'combo_concept']",手部肌腱损伤,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529220,[],马来酸氯苯那敏过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO01851264,"['combo_concept', 'complaint', 'diagnosis']",惊厥,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00337054,['has_site'],乳果糖过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00011901,"['has_site', 'combo_concept', 'complaint', 'diagnosis']",髓样白血病,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02199781,[],正柴胡饮颗粒,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02416408,['costly_medicine'],安博诺,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO00533735,[],诺和诺德,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO02528948,[],京新,"[{'enBasicType': 'BrandName', 'cnBasicType': '商品名'}]"
SO00007244,['combo_concept'],骨骺,"[{'enBasicType': 'Anatomy', 'cnBasicType': '身体部位'}]"
SO02529136,[],辅酶Q10过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02529301,[],ACE抑制剂过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00001906,"['has_site', 'chronic_disease', 'combo_concept', 'diagnosis']",哮喘,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00010936,['combo_concept'],胰岛素,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529316,[],酮康唑口服制剂,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
SO02529289,[],严重心脏阻滞,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544926,[],注射用水溶性维生素过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02544923,[],地塞米松磷酸钠过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00336995,['has_site'],氟比洛芬过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00337744,['has_site'],阿昔洛韦过敏,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO02528978,[],心肺功能差,"[{'enBasicType': 'SignSymptom', 'cnBasicType': '症状'}]"
SO00011633,"['has_site', 'combo_concept', 'diagnosis']",乳糖不耐受症,"[{'enBasicType': 'DiseaseDisorder', 'cnBasicType': '疾病'}]"
SO00398930,['costly_medicine'],普米克,"[{'enBasicType': 'Medication', 'cnBasicType': '药品'}]"
